 Experimental ID,Genome assembly,Track type class,Track type,Cell type class,Cell type,Cell type description,"Processing logs of ChIP, ATAC, DNase-seq (# of reads, % mapped, % duplicates, # of peaks [Q < 1E-05])",Title,"Processing logs of Bisulfite-seq (# of reads, % mapped, � coverage, # of hyper MR)",Meta data submitted by authors,,,,
SRX2431542,hg38,TFs and others,FOXA2,Epidermis,BJ,Primary Tissue=Skin|Tissue Diagnosis=Normal,"28243496,98.9,1.7,3718",GSM2430680: FOXA2 CDT1 CHIP Rep1; Homo sapiens; ChIP-Seq,source_name=FOXA2 CDT1 CHIP Rep1,cell line=BJFOXA2 line,source cell tyep=BJ Fibroblast,genotype/variation=Clonal FOXA2 doxycycline inducible cells,,
SRX2431543,hg38,TFs and others,FOXA2,Epidermis,BJ,Primary Tissue=Skin|Tissue Diagnosis=Normal,"25691321,98.9,1.7,2525",GSM2430681: FOXA2 CDT1 CHIP Rep2; Homo sapiens; ChIP-Seq,source_name=FOXA2 CDT1 CHIP Rep2,cell line=BJFOXA2 line,source cell tyep=BJ Fibroblast,genotype/variation=Clonal FOXA2 doxycycline inducible cells,SRX24330006,hg38
SRX2452425,hg38,TFs and others,BRD4,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"4008989,98.0,7.6,443",GSM2442773: Brd4-modETS1; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=Brd4, Bethyl Laboratories, A301-985A50",,
SRX2452426,hg38,TFs and others,BRD4,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"15590764,98.1,7.9,1236",GSM2442774: Brd4-modGFP; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=Brd4, Bethyl Laboratories, A301-985A50",,
SRX2452427,hg38,TFs and others,ETS1,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"20806732,96.9,33.3,3339",GSM2442775: ETS1-0hour; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=ETS1, Santa-Cruz sc-111X",,
SRX2452428,hg38,TFs and others,ETS1,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"31439165,96.0,44.6,3998",GSM2442776: ETS1-1hour; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=ETS1, Santa-Cruz sc-111X",,
SRX2452429,hg38,TFs and others,ETS1,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"28108702,97.9,50.0,8366",GSM2442777: ETS1-4hour; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=ETS1, Santa-Cruz sc-111X",,
SRX2452430,hg38,TFs and others,ETS1,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"35307321,95.4,51.2,11922",GSM2442778: ETS1-12hour; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=ETS1, Santa-Cruz sc-111X",,
SRX2452431,hg38,TFs and others,ETS1,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"16146929,99.7,1.2,312",GSM2442779: ETS1-modGFP; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=ETS1, Santa-Cruz sc-111X",,
SRX2452432,hg38,TFs and others,ETS1,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"22665122,99.7,1.4,3164",GSM2442780: ETS1-modETS1; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=ETS1, Santa-Cruz sc-111X",,
SRX2452447,hg38,TFs and others,MYC,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"17822488,96.7,33.8,741",GSM2442794: myc; Homo sapiens; ChIP-Seq,source_name=Human Endothlial cell line,cell type=Primary Human Umbilical Vein Endothelial Cells,passages=P3-6,"antibody=myc, Santa Cruz sc-764 X",SRX2453441,hg38
SRX2513054,hg38,TFs and others,RUNX1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"43396022,88.5,12.4,105517",GSM2467011: 293T-RUNX1 RUNX1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=HEK293T,gender=male,tissue=Kidney,"chip antibody=anti-human RUNX1 antibody (Abcam, cat.no ab23980)",,
SRX2559011,hg38,TFs and others,RAD21,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"19747406,98.4,34.7,21698",GSM2486813: HUVEC RAD21 ChIP-seq normoxia replicate 1; Homo sapiens; ChIP-Seq,source_name=human umbilical vein endothelial cells,cell type=human umbilical vein endothelial cells (HUVEC),"antibody=ab992, Abcam",,,
SRX2559012,hg38,TFs and others,RAD21,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"14438333,98.7,14.5,11761",GSM2486814: HUVEC RAD21 ChIP-seq normoxia replicate 2; Homo sapiens; ChIP-Seq,source_name=human umbilical vein endothelial cells,cell type=human umbilical vein endothelial cells (HUVEC),"antibody=ab992, Abcam",,,
SRX2559013,hg38,TFs and others,RAD21,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"19764830,98.3,22.5,29578",GSM2486815: HUVEC RAD21 ChIP-seq hypoxia replicate 1; Homo sapiens; ChIP-Seq,source_name=human umbilical vein endothelial cells,cell type=human umbilical vein endothelial cells (HUVEC),"antibody=ab992, Abcam",,,
SRX2559014,hg38,TFs and others,RAD21,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"24127179,97.9,32.1,25788",GSM2486816: HUVEC RAD21 ChIP-seq hypoxia replicate 2; Homo sapiens; ChIP-Seq,source_name=human umbilical vein endothelial cells,cell type=human umbilical vein endothelial cells (HUVEC),"antibody=ab992, Abcam",,,
SRX2594215,hg38,TFs and others,ERG,Prostate,RWPE-1,Primary Tissue=Prostate|Tissue Diagnosis=Normal,"20430012,47.7,7.9,472",GSM2509623: ERG-ChIP RWPE1-ERG(S96E); Homo sapiens; ChIP-Seq,source_name=ERG-ChIP_RWPE1-ERG(S96E),cell line=RWPE1,genotype/variation=expressing point-mutant (S96E) of ERG,"chip antibody=Anti-ERG Clone 9FY (Biocare, Catalog# CM421 C, Lot #021715)",,
SRX2594216,hg38,TFs and others,EZH2,Prostate,RWPE-1,Primary Tissue=Prostate|Tissue Diagnosis=Normal,"22968762,51.5,11.4,571",GSM2509624: EZH2-ChIP RWPE1-ERG(S96E); Homo sapiens; ChIP-Seq,source_name=EZH2-ChIP_RWPE1-ERG(S96E),cell line=RWPE1,genotype/variation=expressing point-mutant (S96E) of ERG,"chip antibody=Anti-EZH2 (Cell Signaling, Catalog # 5246, Lot #7)",,
SRX2683578,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16013479,94.0,26.6,836",GSM2559376: chipseq.SRSF2P95HCtr V5 rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX2683579,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16871569,94.3,20.7,1026",GSM2559377: chipseq.SRSF2P95HCtr V5 rep2; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX2683590,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21720397,94.9,23.8,1132",GSM2559388: chipseq.SRSF2WTCtr V5 rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX2683591,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"10696126,95.0,44.9,487",GSM2559389: chipseq.SRSF2WTCtr V5 rep2; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,SRX2683594,hg38
SRX2683597,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"11722191,93.9,8.6,2016",GSM2559395: chipseq.U2AF35Q157PCtr V5 rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX2683598,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"11376343,93.2,8.3,1693",GSM2559396: chipseq.U2AF35Q157PCtr V5 rep2; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,SRX2683601,hg38
SRX2683604,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"13111917,91.8,14.4,3818",GSM2559402: chipseq.U2AF35WTCtr V5 rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX2683605,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"15603899,91.0,15.5,4055",GSM2559403: chipseq.U2AF35WTCtr V5 rep2; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,SRX2683608,hg38
SRX2683610,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"9152807,95.4,39.6,1110",GSM2559408: chipseq.U2AF35S34FCtr V5 rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX2683611,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"9194715,95.0,30.3,1114",GSM2559409: chipseq.U2AF35S34FCtr V5 rep2; Homo sapiens; ChIP-Seq,source_name=HEK293T,rnaseh mutant=D210N,antibody=V5,sample type=RNA-DNA hybird,,
SRX268881,hg38,TFs and others,TRF2,Lung,WI-38,Primary Tissue=Lung|Tissue Diagnosis=Normal,"35686709,95.3,10.7,1450",GSM1126873: TRF2 ChIPseq VA13; Homo sapiens; ChIP-Seq,"source_name=WI-38 VA13 ALT (+) cells, TRF2 ChIP",cell line=WI-38,alt status=+,chip antibody=anti-TRF2 / Rabbit polyclonal IgG (Santa Cruz sc-9143),,
SRX268882,hg38,TFs and others,NR2F2,Lung,WI-38,Primary Tissue=Lung|Tissue Diagnosis=Normal,"27638676,96.5,10.0,3608",GSM1126874: NR2F2 ChIPseq VA13; Homo sapiens; ChIP-Seq,"source_name=WI-38 VA13 ALT (+) cells, NR2F2 ChIP",cell line=WI-38,alt status=+,chip antibody=anti-NR2F2 / Rabbit polyclonal IgG (Abcam ab50487),,
SRX268883,hg38,TFs and others,NR2C2,Lung,WI-38,Primary Tissue=Lung|Tissue Diagnosis=Normal,"24877211,93.2,5.9,2264",GSM1126875: NR2C2 ChIPseq VA13; Homo sapiens; ChIP-Seq,"source_name=WI-38 VA13 ALT (+) cells, NR2C2 ChIP",cell line=WI-38,alt status=+,chip antibody=anti-NR2C2 / Mouse monoclonal IgG (PPMX PP-H0107B-00),,
SRX268884,hg38,TFs and others,HMBOX1,Lung,WI-38,Primary Tissue=Lung|Tissue Diagnosis=Normal,"27643358,68.5,4.4,1478",GSM1126876: HMBOX1 ChIPseq VA13; Homo sapiens; ChIP-Seq,"source_name=WI-38 VA13 ALT (+) cells, HMBOX1 ChIP",cell line=WI-38,alt status=+,chip antibody=anti-HMBOX1 / Rabbit polyclonal IgG (Abcam ab97643),,
SRX2708746,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"14038233,74.2,6.3,245",GSM2563963: ES ZNF57-A Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZFP57 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708747,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"23556326,88.7,21.1,380",GSM2563964: ES ZNF114-A Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF114 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708748,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"15620082,65.5,5.3,201",GSM2563965: ES ZNF483-A Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF4783 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708749,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"19902558,85.7,3.4,344",GSM2563966: ES ZNF589-A Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF589 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708750,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"28698471,90.3,15.2,901",GSM2563967: ES ZNF57-B Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZFP57 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708751,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"26974804,91.1,22.2,478",GSM2563968: ES ZNF114-B Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF114 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708752,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"23308134,93.7,15.8,428",GSM2563969: ES ZNF483-B Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF4783 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708753,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"25901166,94.8,14.6,396",GSM2563970: ES ZNF589-B Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF589 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708754,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"16660440,78.0,3.4,619",GSM2563971: ES PB-C Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a control vector with the sequence of the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708755,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"22356948,94.3,12.5,592",GSM2563972: ES ZNF57-C Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZFP57 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708756,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"24000000,92.2,17.4,526",GSM2563973: ES ZNF114-C Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF114 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2708757,hg38,TFs and others,Biotin,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"29151215,95.4,21.7,745",GSM2563974: ES ZNF589-C Streptavidin ChIP; Homo sapiens; ChIP-Seq,source_name=embryonic cell line,cell line=BG01V - ATCC SCRC-2002,modifications or treatment=Transduced with a vector with biotin ligase sequence and a vector with the sequence of selected ZNF589 tagged with the biotinylation peptide,sample type=streptavidin ChIP,,
SRX2734391,hg38,TFs and others,ERG,Cardiovascular,HAEC,Primary Tissue=Aorta|Tissue Diagnosis=Normal,"16411008,99.1,7.2,4692",GSM2576175: HAEC.ChIP.ERG.TNFa.4h; Homo sapiens; ChIP-Seq,source_name=human aortic endothelial cell,passage=6 to 10,chip antibody=Santa Cruz #sc354,sample type=HAEC.ChIP.ERG.TNFa.4h,,
SRX2734392,hg38,TFs and others,NFE2L2,Cardiovascular,HAEC,Primary Tissue=Aorta|Tissue Diagnosis=Normal,"25696328,80.8,70.6,33613",GSM2576176: HAEC.ChIP.JUN.TNFa.4h; Homo sapiens; ChIP-Seq,source_name=human aortic endothelial cell,passage=6 to 10,chip antibody=Santa Cruz #sc-13032X,sample type=HAEC.ChIP.JUN.TNFa.4h,,
SRX2734393,hg38,TFs and others,NFE2L2,Cardiovascular,HAEC,Primary Tissue=Aorta|Tissue Diagnosis=Normal,"28998561,84.6,74.0,28639",GSM2576177: HAEC.ChIP.JUN.IL1b.4h; Homo sapiens; ChIP-Seq,source_name=human aortic endothelial cell,passage=6 to 10,chip antibody=Santa Cruz #sc-13032X,sample type=HAEC.ChIP.JUN.IL1b.4h,,
SRX2734394,hg38,TFs and others,NFE2L2,Cardiovascular,HAEC,Primary Tissue=Aorta|Tissue Diagnosis=Normal,"51521479,48.3,91.5,532",GSM2576178: HAEC.ChIP.JUN.oxpapc.4h; Homo sapiens; ChIP-Seq,source_name=human aortic endothelial cell,passage=6 to 10,chip antibody=Santa Cruz #sc-13032X,sample type=HAEC.ChIP.JUN.oxpapc.4h,,
SRX2765969,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48358617,89.8,2.3,1241",GSM2589820: HEK293-PFL-TFEB cells overexpressing TFEB were grown in absence of Tetracycline for 18 hours (replicate 1); Homo sapiens; ChIP-Seq,source_name=human embryonic kidney cells (HEK293),cell type=HEK293 stable clone expressing a TFEB_TET-OFF system (HEK293-PFL-TFEB ),chip antibody=Monoclonal ANTI-FLAG M2 antibody produced in mouse F1804,,,
SRX2765970,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"52975480,92.2,2.1,1371",GSM2589821: HEK293-PFL-TFEB cells overexpressing TFEB were grown in absence of Tetracycline for 18 hours (replicate 2); Homo sapiens; ChIP-Seq,source_name=human embryonic kidney cells (HEK293),cell type=HEK293 stable clone expressing a TFEB_TET-OFF system (HEK293-PFL-TFEB ),chip antibody=Monoclonal ANTI-FLAG M2 antibody produced in mouse F1804,,,
SRX2765971,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"45095532,86.8,2.4,1507",GSM2589822: HEK293-PFL-TFEB cells overexpressing TFEB were grown in absence of Tetracycline for 36 hours (replicate 1); Homo sapiens; ChIP-Seq,source_name=human embryonic kidney cells (HEK293),cell type=HEK293 stable clone expressing a TFEB_TET-OFF system (HEK293-PFL-TFEB ),chip antibody=Monoclonal ANTI-FLAG M2 antibody produced in mouse F1804,,,
SRX2765972,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48141110,91.5,2.3,1292",GSM2589823: HEK293-PFL-TFEB cells overexpressing TFEB were grown in absence of Tetracycline for 36 hours (replicate 2); Homo sapiens; ChIP-Seq,source_name=human embryonic kidney cells (HEK293),cell type=HEK293 stable clone expressing a TFEB_TET-OFF system (HEK293-PFL-TFEB ),chip antibody=Monoclonal ANTI-FLAG M2 antibody produced in mouse F1804,,,
SRX2765973,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"50119851,93.5,2.1,1390",GSM2589824: HEK293-PFL-TFEB cells overexpressing TFEB were grown in absence of Tetracycline for 90 hours (replicate 1); Homo sapiens; ChIP-Seq,source_name=human embryonic kidney cells (HEK293),cell type=HEK293 stable clone expressing a TFEB_TET-OFF system (HEK293-PFL-TFEB ),chip antibody=Monoclonal ANTI-FLAG M2 antibody produced in mouse F1804,,,
SRX2765974,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"44651630,93.6,2.4,1237",GSM2589825: HEK293-PFL-TFEB cells overexpressing TFEB were grown in absence of Tetracycline for 90 hours (replicate 2); Homo sapiens; ChIP-Seq,source_name=human embryonic kidney cells (HEK293),cell type=HEK293 stable clone expressing a TFEB_TET-OFF system (HEK293-PFL-TFEB ),chip antibody=Monoclonal ANTI-FLAG M2 antibody produced in mouse F1804,,,
SRX277585,hg38,TFs and others,FANCD2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"47889616,81.8,87.7,619",GSM1140397: FANCD2 IP UV untreated; Homo sapiens; ChIP-Seq,source_name=FANCD2_IP_UV untreated,"cell type=human cell lines (kidney, embryonic)",antibody=FANCD2,cell line=293T,,
SRX277586,hg38,TFs and others,FANCD2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"58814901,93.4,72.5,1067",GSM1140398: FANCD2 IP UV treated; Homo sapiens; ChIP-Seq,source_name=FANCD2_IP_UV treated,"cell type=human cell lines (kidney, embryonic)",antibody=FANCD2,cell line=293T,SRX2778364,hg38
SRX2867671,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"192157569,96.1,51.2,40713",GSM2643611: ChIPseq.YFP HumanPRDM9.antiGFP.Rep1.ProtocolN; Homo sapiens; ChIP-Seq,source_name=HEK293T cells,cell line=HEK293T (ATCC CRL-3216),transfected with=YFP_HumanPRDM9(B),chip antibody=GFP (Abcam ab290),,
SRX2867672,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"182472086,95.0,48.9,70870",GSM2643612: ChIPseq.YFP HumanPRDM9.antiGFP.Rep2.ProtocolN; Homo sapiens; ChIP-Seq,source_name=HEK293T cells,cell line=HEK293T (ATCC CRL-3216),transfected with=YFP_HumanPRDM9(B),chip antibody=GFP (Abcam ab290),,
SRX2867678,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"51812511,96.4,5.0,8302",GSM2643618: ChIPseq.ChimpPRDM9 V5.antiV5.ProtocolC; Homo sapiens; ChIP-Seq,source_name=HEK293T cells,cell line=HEK293T (ATCC CRL-3216),transfected with=ChimpPRDM9(W11a)_V5,chip antibody=V5 (ab9116),,
SRX2867680,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"44948088,96.1,3.6,48902",GSM2643620: ChIPseq.HumanPRDM9 V5.antiV5.ProtocolC; Homo sapiens; ChIP-Seq,source_name=HEK293T cells,cell line=HEK293T (ATCC CRL-3216),transfected with=HumanPRDM9(B)_V5,chip antibody=V5 (ab9116),,
SRX2940752,hg38,TFs and others,TP53,Epidermis,Malme-3,Primary Tissue=Skin|Tissue Diagnosis=Normal,"4701862,27.7,24.6,70","GSM2677378: MALME3 p53 ChIPseq, 2hrs 4GY; Homo sapiens; ChIP-Seq",source_name=MALME3,cell line=MALME3,treated with=4GY for 2hrs,"chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",,
SRX295034,hg38,TFs and others,MECP2,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"16528813,97.7,8.5,924",GSM1154504: IMR90 MeCP2 GA1110 ChIPseq; Homo sapiens; ChIP-Seq,source_name=IMR90_MeCP2,cell line=IMR90,chip antibody=MeCP2 (Abcam; ab2828),,,
SRX295035,hg38,TFs and others,MECP2,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"20131506,97.4,25.5,9377",GSM1154505: IMR90 MeCP2 GA1580 ChIPseq; Homo sapiens; ChIP-Seq,source_name=IMR90_MeCP2,cell line=IMR90,chip antibody=MeCP2 (Abcam; ab2828),,,
SRX295036,hg38,TFs and others,MECP2,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"14788480,97.2,21.2,6922",GSM1154506: IMR90 MeCP2 GA1580 replicate ChIPseq; Homo sapiens; ChIP-Seq,source_name=IMR90_MeCP2,cell line=IMR90,chip antibody=MeCP2 (Abcam; ab2828),,,
